Text;Class
I am a Software Engineer that skilled in Mobile Developing (Flutter), also a little bit of Web Developing, Software Testing and handling requirement as Product Manager. Started mobile developing since last 2021 and currently expanding knowledge by studying React Native programming language.;1
Synthia is UI/UX designer with psychology background who passionate solve peoples's problem through technology. Her experience and educational background in human behavior help her to empathize with user Besides, she is also like creative process and learning new things. She believe learning and improve skill is something that not have limit.;2
Hi! am Afni Eka Rahmawati, a student at Alma Ata University, Yogyakarta, majoring in Information Systems. I'm currently in the process of leaming to master the field of UI UX Design. am very confident in myself that I can become a UI UX Designer Specialist. With my skills continuing to grow, know more and more that the world of UI UX is not just about making designs. But rather how can we meet user needs and be a good and right solution to every problem that users experience;2
IÕm a graduated Bachelor of Computer and Diploma of English Linguistic of Double Degree Program from the University of Merdeka Malang, who have interested in UI & UX Design, Graphic Designer, and Creative Industry. I do design with graphic and prototyping tools such as Figma, Adobe Photoshop, Adobe Illustrator, CorelDraw, Balsamiq, and Whimsical. I have working experience as a Graphic Designer at 2 start-up companies and as a UI/UX Designer at a company.;2
I am a hard working, motivated and enthusiastic in web application developer. With my record in developing web application , I am able to analyse customer requirement and use my technical coding skills create truly effective, user-friendly web application solutions Javascript progamming language;0
eager and determined back-end developer who has a passion for coding and problem-solving;0
Hi! Welcome to my Digital Curriculum Vitae. I'am a software engineering graduate. I can do fullstack website with laravel, make rest api with laravel and node js. I'm a passionate and energetic person, like to work hard to get my goals. I like to try ideas that are out of the box;0
I'm a software developer from Yogyakarta, Indonesia. Mainly programming for Mobile Application Development with both Native and Flutter. I'm also experienced with Node and Firebase.Specialties - Language: Kotlin, Java, Dart, Javascript - Framework: Android Native, Flutter, Node - Architecture: MVVM, MV;1
Mobile Developers (Android & iOS);1
I have 4 years experience in mobile apps development especially in Android. I can use Java and Kotlin. And always expand my skill to learning new technology.;1
Hello, I'm Mobile Developer who can Android, iOS, and Flutter. ;1
Hi! IÕm Cellin, an UI/UX designer enthusiast, Since in the university I have already designed some UX projects. I use Figma and Axure as my UI/UX design tools, I have excellent adaptability and communication skills.;2
IÕam a UI/UX Designer in DANA Indonesia. Handling Payment Project : Send Money, Request Money, DANA Kaget, Split Bill, Cashout.;2
I am an aspiring UI/UX Designer. Graduate with a bachelor degree in architecture engineering, I pivot myself to UI/UX and product design. I self-taught myself about design that focuses more on user-centered and psychological matters. As such, I am interested in human psychology and how design can impact a brand image that users capture, and how a brand can boost itself through scientific and well-purposed design. In my previous job experience, I learn skills that focus on collaboration and mentorship programs. Although my educational background seems unrelated to the tech industry, I studied architecture design principles that are adaptable and applicable to other design fields. Additionally, the soft skills I gained throughout my past experience are transferable and still relevant to the new tech fields that I am in.;2
hi, I'm Firman Wahyudi, an active student at the Jember State Polytechnic, I'm a junior backend developer, have a interested in it especially web development, Work on Codeigniter, Laravel, Express js;0
Experienced Full Stack Engineer with a demonstrated history of working in the computer software industry. Skilled in .Net, C#, Javascript, jQuery, Vue.js, ExpressJS, AngularJS, Xamarin, Flutter, Ms.SQL, MongoDB. Strong engineering professional with a Bachelor's degree focused in Computer Science from Institut Teknologi Sepuluh Nopember Surabaya. ;0
Currently studying at Jember State Polytechnic. Interested in frontend development and want to build a career as a frontend developer.;0
Experienced Mobile Application Developer with a demonstrated history of working in the computer software industry. Skilled in Android, Java, Android Development, and Kotlin.;1
Hi, my name is Pangondion K Naibaho, I'm a freshgraduate of Informatics Engineering at Institut Teknologi Del. I'm currently interested in Mobile apps Development. You can reach me through my contact;1
Hello, I am a graduate student majoring in Informatics Engineering at Atma Jaya Yogyakarta University. I have my interest in Mobile Apps Development and Back End Development. I'm a hard worker person about my works, tasks, and challenges ahead and also a quick learner;1
Experienced Frontend Web Developer with a demonstrated history of working in the information technology and services industry. Skilled in HTML, CSS, Bootstrap, JavaScript and ReactJs. Strong engineering professional with a Bachelor of Engineering - BE focused in Information Technology from Institut Teknologi - PLN Jakarta.;0
IÕm a person who challenged by new things. IÕd like to find the best practice to be written in my code. I have experience in the back-end and front-end development. But recently IÕm focusing in the back-end development and microservice using golang. I have under 1 year freelance job experience and also 4 years studied informatics engineering.;0
Experienced Software Engineer with a demonstrated history of working in the information technology and services industry. Skilled in JavaScript, Vue and React.;0
Tech Stack : AWS (Docker, Elastic, etc), GCP (Kubernetes etc), Alicloud, Huawei Cloud, Ansible, Gitlab, Gitbash, Nginx, Apache, Mysql, MogoDB, Postgresql, Redshift, Sonarcloud, Sonarqube, Kibana, Sentry, APM, Linux, Ubuntu, Windows Server, Cloudflare, Django, Phyton, Nodejs, Shell, Bash.;3
Experienced Software Engineer with a demonstrated history of working in the information technology and services industry. Skilled in Web Development, PHP, MySQL, Javascript, Laravel Framework and REST API. Strong engineering professional with a Bachelor's degree focused in Physics from University of Indonesia.;0
I am passionate for constantly exploring personal improvements and gaining an intense learning experience in a diverse environment by taking up different roles which require analytical thinking, problem solving, interpersonal and leadership skills;3
Working as System Administrator since 2011. Familiar with Windows, Linux and Cloud Computing. Currently learning about DevOps;3
I love solving problems, creating an backend application that can handle thousands or even hundreds requests, and matching with defined infrastructure given me many problem that has to be handle correctly. My core skill are build webapp using .NET, DevOps using Azure (CI/CD), Postgresql, MS Sql Server, RabbitMQ, Third Party Integrations (such as Stripe/others) and microservices.;3
I am a DevOps Engineer with 1 year experience in automating code with microservices architecture, doing OS level virtualization to deliver packaged software and doing orchestration. Configure the Load balancer, as well as leverage the code repository to create pipelines for continuous integration and delivery of code to the server.;3
I am a DevOps Engineer. I have experience build server, implemented ci/cd pipelines, HA, and deploy application on containers. I also have job experience as an Inspector in oil and gas industry for 2 (two) years.Additionally, I am traveller and an automotive geek. ;3
Experienced System, Engineer with a Skilled in Cloud, Linux Server, Ansible, Terraform, Docker, Kubernetes, Databases, Infrastructure Monitoring, Applications Peformance Monitoring, Centralized Logs, CI/CD, Argo CD, Bash, Go, and Python.;3
Experienced DevOps Engineer with a demonstrated history of working in the IT industry. Skilled in Shell scripting, Docker, Ansible, and Jenkins. Proficient in implementing tools to achieve DevOps best practice that increase productivity and efficiency;3
I am an information systems graduate and have experience working in Telecommunication Technology and banking industry as an IT Team. Familiar with devops toolschain, cloud, dba and storage for Manage,control, monitoring and reporting. Passionate to grow and learn more. I believe that automation is a must, nothing is impossible, always trying new things.;3
A Last-year college student who's looking for new experiences. An IT enthusiast who loves to learn about codes and networkings, especially server, programming, and database management.;3
Berpengalaman di System and Network engineer & Devops Engineer. Diberkati Skill Linux System Administration, Server automation, Cloud Server Administration, Network Administration, Computer and Network Troubleshooting, Keamanan Komputer dan Jaringan. Ditempa di Politeknik Negeri indramayu, dan Ditajamkan di Universitas Bina Nusantara;3
Experienced DevOps Engineer with a demonstrated history of working in the telecommunications industry. Skilled in Linux system administration, Bash and Python scripting, managing cloud infrastructure as code, and setting up CI/CD automation and monitoring tools. Strong engineering professional with a Computer Science bachelor's degree from Universitas Gadjah Mada.;3
Experience 3+ years in IT infrastructure and DevOps also full-stack developer mainly use flutter, Nest JS and Angular, familiar using Google Cloud Platform or Amazon Web Service;3
Experienced System Administrator with a demonstrated history of working in the online media industry. Skilled in Python (Programming Language), Linux System Administration, ELK, Docker, Kubernetes, NGINX, and Bash. Strong information technology professional with a Bachelor's degree focused in Information Technology from Universitas Gunadarma.;3
IÕm a design enthusiast. I am a person who is always curious and likes to learn new things. I started my career as a Graphic Designer and became a UI/UX Designer. I also have the ability in video editing and animation (2D);3
Hello everyone I am a junior UI/UX Designer. Often work on ui design's app projects according to customer requests. Beside that, I've participated in several ui competitions to measure how good I am in this field. In another side, I also learn about web development.;2
I am formally studying at Telkom University and focusing on Informatics Engineering. Along with my experiences, I am now proficient in UI/UX Design, Front-end Development, Data Management and Public Relations. I have been working around many UI/UX Design Project. I'm also participated in several Website Design Competition and Bootcamp. While at other times I also understand few basics of Backend Programming and Database.;2
Hello everyone, I am a junior UX designer with 1 year experience, have a passion for design, especially UX design, have won several awards in UX design competitions, have joined several freelance projects, I am a hardworking individual, and have high curiosity.;2
Hi! I am Rensi Meila Yulvinata. I am a student at SMK Telkom Malang who has an interest in Programming and Graphic Design. I have also completed several projects related to making mobile applications especially Android, and also several Graphic Design projects.;2
Experienced Interface Specialist with a demonstrated history of working in the information technology and services industry. Skilled in Graphics, Graphic Design, Vector Illustration, Graphic Design Software, and Flyers.;2
I am interested in the role of UI/UX Design and have been take part in this role since 2 years ago until now. I ve been involved in 4 UI/UX Design projects. I am able of using Figma, Adobe XD, Adobe Illustrator, HTML & CSS (basic).;2
A career in Informatics, specifically in the areas of UI/UX which will optimally utilize strong analytics, critical thinking, creativity, and a good layout perspective. Curious about my work? Visit bit.ly/meecynjourney;2
IÕm an experienced UI/UX Designer with 4+ years of experience in Digital agencies and Digital products. My primary work is building a delightful and easy-to-use Interface Design, solving problems through translating user and business needs, using data to create a product to be used for many people.;2
Having several years of experience in UI/UX, Illustration and Motion Graphics for mobile app, I had project experience on the big company such as: Telkom Sigma by Telkomsel, Indomie by Indofood, Amild by HM Sampoerna, Ceria by Bank Rakyat Indonesia (BRI), etc. Also, having background in illustration, concept design, animation and photo manipulation, I could do a great task for you;2
Currently working in Bullion Ecosystem International as a Mobile Developer and doing Bachelor's Degree in Information Technology at STIKI Malang.;1
I am a junior UI UX Designer and Android Developer, I really like to design a user interface and then implement it into a mobile application.;2
"I am a fresh graduate from Informatics Department UPN ""Veteran"" East Java with thorough knowledge of UI/UX Design. I also have experience coordinating with others because I participated in college organization activities";2
I have worked as an IT infrastructure and DevOps Engineer. I design and manage systems with a high level of scalability at public cloud service providers such as Amazon Web Service (AWS), Google Cloud Platform (GCP), and Alibaba Cloud. I always check whether the technology used is tested and proven (production proved). My previous job was to expose me to be able to build a system that has a high level of availability (high availability), reliable, and scalable. At present, I have completed my master's education with a focus on research in Deep Learning and Natural Language Processing. ;3
Experience 3+ years in IT infrastructure and DevOps also full-stack developer mainly use flutter, Nest JS and Angular, familiar using Google Cloud Platform or Amazon Web Service.;3
your DevOps and Infrastructure guy!;3
Hii, My name is Fikri Haikal! i’m a UI/UX Designer Base in Yogyakarta, Indonesia. My passion is designing and solving problems through my knowledge and research. I’m so passionate about making a modern, unique design. My goal is always to design creative things. I am an active designer. I like to learn new tools and develop new skills whichever excites me.;2
Detailed and curious, having passion in designing interfaces either mobile or website, as a Bachelor of Informatics.;2
A networking and software engineer with skills in configuring server, knowledge in network setting and server development and skills in web development in backend and frontend, database, and system analyst.;3
As an experienced DevOps Engineer, I have successfully implemented and managed various DevOps practices and tools to ensure reliable and scalable delivery of software applications. My expertise lies in automating build, test, and deployment processes, optimizing infrastructure and cloud environments, and providing continuous monitoring and feedback to improve system performance. I have designed and implemented efficient microservices architectures for complex applications. I am a proactive team player with excellent communication skills and a passion for delivering high-quality solutions to meet business needs;3
A technology enthusiast. Who enjoys learning new things. Master in Devops, with strong knowledge in Nodejs and Python. Operates with a strong sense of urgency and thrives in a fast-paced setting.;3
i am a student majoring in computer engineering and I am an interested in working in the field of system engineers, devops, and sysadmins I also like coding and linux;3
Having more than 7 years experience as a technical support, likes the development of information technology especially those related to Operating Systems (Windows, Linux), Server Management, CMS Website, Gadgets. Familiar with Centos, Ubuntu, Debian Operating Systems for server and desktop purposes. Able to communicate and face to face with consumers or colleagues at all levels.;3
Learning and experimenting in the field of networking and security in University until now. Specialize in designing, implementing and maintaining public cloud Amazon Web Services and Google Cloud Platform, automation and performing regular cloud security. Love learning new technology and team player dedicated to working together in order to reach larger goals. ;3
Latest Skills : Kubernetes, Docker, Terraform, Ansible, Amazon Web Services (AWS), Alibaba Cloud, Google Cloud Platform (GCP), CI/CD, etc.;3
Developer with interest in DevOps, Web development. currently in Jakarta, Indonesia;3
Saya seorang mobile application developer yang berpengalaman dalam membuat aplikasi mobile menggunakan IDE Android Studio dan Flutter.;1
Researcher, Currency Analyst, and now Mobile Developer. Always eager to learn more.;1
Graduated from software engineering vocational school, I build my career by writing code. I work as a Flutter Developer at an IT consulting company. I am responsible for creating a mobile front-end application to Slicing UI, Consuming API, and Manage Version. Writing clean and reusable code is my curios.;1
Tyo Gunawan is software engineer experienced in Android Development, have been developed android apps with technology such as, Java, Kotlin, Gmaps API, Google Analytics, integrate to Payment Gateway, Firebase, etc. Also now interested to learning with Flutter, Strong engineering professional with a Associate degree focused in Informatic Engineering from Universitas Amikom Yogyakarta.;1
Experienced Android Developer with a demonstrated history of working in the information technology and services industry. Skilled in Kotlin, Android, Java, Information Technology, and Android Development. Strong engineering professional graduated from Multimedia University. ;1
I have been an Android Developer for two years, I passionate about Android Development, Mostly I learn everything by myself.;1
after graduated from high school i tried to get work experience, and then PT. Telkom Indonesia through infomedia recruited me to get work at this company. and wow i was trained to become network technician, the job was to set up a wireless connection at the costomer's place. Currently i work at PT. Xsis Mitra Utama as Android Developer, it's so nice to be here;1
Android developer using kotlin, mvvm design patern, android jetpack. Use git, mercurial, jira for collaboration.;1
Experienced Android Developer with a demonstrated history of working in the information technology and services industry. Skilled in Java, Kotlin, Android Development. Strong engineering professional with a Bachelor of Engineering - BE focused in Information Technology from Universitas Gunadarma. ;1
Experienced Android Developer with a demonstrated history of working in the information technology and services industry. Skilled in Kotlin, Android, Java, Information Technology, and Android Development. Strong engineering professional graduated from Multimedia University. ;1
Coding on Java & Kotlin. Help companies to build mobile application with modern technologies.;1
I have experience as Transport Engineer, Network Engineer, Network Operation Engineer, System Engineer Data Center, IT Consultan / DevOps. Currently i am happy in whole of DevOps and i want explore more about it.;3
Based on DevOps/SysOps/Infrastructure skills such as Linux Operating System, Cloud Computing, Automation Scripting, Infrastructure as Code, Containerization, Orchestration, CI/CD, Monitoring, Centralizing Logs, Database, Troubleshooting.;3
I am interested in the technology of cloud computing and virtual machines. ;3
Saya adalah mahasiswa semester 7, program Studi Teknologi Rekayasa Perangkat Lunak Politeknik Enjinering Indorama. Memiliki pengalaman menjadi Freelancer Full Stack Web selama 6 bulan lebih di salah satu tempat penyedia pembuatan aplikasi di Purwakarta.;0
Hai, saya Hafiz Muhammad Rifqi. Saya adalah seorang Web Programmer dan juga seorang UI/UX Desainer. Saya seorang lulusan SMK Citra Negara Depok di jurusan Rekayasa Perangkat Lunak.Saat ini saya adalah seorang mahasiswa Sistem Informasi di Universitas Terbuka. Ketika saya masih sekolah, saya sudah melakukan pekerjaan freelance di bidang IT terutama pemrograman web dan desain UI.;2
Experienced Software Engineer with a demonstrated history of working in the internet industry. Skilled in Golang, Grpc, Graphql, MySql, Java, Databases, HTML, Jquery, Scrum, and Web Applications. Strong engineering professional with a Bachelor's degree focused in Information Technology from Universitas Bina Nusantara (Binus).;0
An avid web3 enthusiast, AI enthusiast, and full-time programmer and lecturer with years of experience in researching new technologies. A person curious about how the development of technologies works in the programming world;0
I bring an engineering perspective and creative problem-solving approach to create products and experiences people love to use. Persistence, curiosity and an obsessive attention to detail define me. With a background in Multimedia Engineering and Technology, experience as a UI/UX designer I am competent in all aspects of the design process.;2
UX Designer with 4+ years of experience working in the information technology and services industry. Very enthusiastic in Digital Product Design and Development with strong Project Management Skill. If you want to know more about me — Just read my thoughts and my projects at my personal sites https://hellogalih.com/;2
Information Systems graduates who are highly motivated to keep learning and looking for new challenges. I’m currently living in Tangerang. My skills include, but are not limited to UI/UX Design, QA, Graphic Design, Testing, Figma and Adobe Suite;2
A passionate and collaborative UI/UX designer with experience at mobile and web applications. She has been involved in various mobile and web development projects in teams and growing her interest to apply user centered design to app development.;2
Saya adalah seorang Graphic Designer dan UI/UX Designer. Saat ini saya bekerja sebagai freelancer UI Designer. Saya memulai berkarier sebagai Freelancer UI Designer sejak tahun 2017.;2
I am a UI UX Designer who has +3 work experience, I very often use Figma and Adobe Illustrator applications. I am very happy to apply UI and UX design trends into the appearance of the website or mobile app that I made, I am also a hard worker who has high motivation at work.;2
Mahasiswa aktif Informatika di UPN Veteran Jawa Timur. Aktif dalam kegiatan kepanitiaan dan memiliki kemampuan UI/UX Designer dan editing video maupun foto. Menguasai HTML/CSS, PHP dan MySQL dasar. Memiliki motivasi dan keinginan yang tinggi untuk belajar dan mudah untuk beradaptasi.;0
Junior Front-End Web Developer. Senang mempelajari hal-hal baru terutama pengembangan web.;0
I'm Alnisa Putri. I graduated from D3 Informatics Engineering at Pontianak State Polytechnic. I have an internship experience for 2 months as a frontend developer at PT Pelabuhan Indonesia Regional II Pontianak. I have expertise in frontend developer and software developer. I have a high interest in technological developments, website development, and in the field of network administrator.;0
Graduated at 2020, I'm very interested in Programming and want to learn more.I'm a Mobile App Developer that specializes in Dart and Flutter, also have experience working with Laravel;1
Hi there. My name is Fadly and I’m currently living in Indonesia . My skills include, but are not limited to: Laravel, PHP, and Javascript, also use AWS lambda, node js and dynamoDB to develop backend API also Microservice, I love to thinking and solve the problem;0
8+ tahun sebagai Network Engineer, Infrastructure Engineer dan DevOps Engineer. Sebagai DevOps Engineer saat ini aktif dalam mengelola infrastruktur Multi-Cloud di AWS dan Google Cloud. Bekerja bersama Developer membangun CI/CD pipeline dalam rangka mempercepat dan otomatisasi proses rilis suatu aplikasi.;3
Experienced Web Developer with a demonstrated history of working in the information technology and services industry. Skilled in PHP, jQuery, Linux, CodeIgniter, and SQLite. Strong engineering professional with a Bachelor's degree focused in Information Technology from STMIK AKAKOM Yogyakarta. ;0
7th semester students who understand the basic concepts of android development which have been proven with certification from the Dicoding platform. Started android programming 1 year ago with the Kotlin programming language and deepened it by joining Bangkit Academy as an android development;1
Hello, my name is Syafiq Insan Permana, I am an information systems student at Dian Nuswantoro University. I am a student who is interested in the field of technology and information, especially the development of software engineering and web developers;1
I am Fatah, a last semester student majoring in Information System at Dian Nuswantoro University. I am a person who have good management, problem-solving, good communication, and is detail-oriented. I'm also have a good knowledge of design thinking, user-centered design, and user research;2
Hello! My name is Resha Meiranadi Caturkusuma. I'm currently studying at Universitas Dian Nuswantoro, majoring in Bachelor of Information Systems. I have interest and skills in software development and graphic design;2
I am an enthusiastic iOS developer with 5 months of experience in Swift programming language and SwiftUI framework. With a passion for developing high-quality mobile applications, I am skilled in writing clean and efficient code that meets the needs of end-users. I am always eager to learn and stay up-to-date with the latest trends and technologies in iOS development to deliver the best possible solutions.;1
saya adalah lulusan fakultas ilmu komputer di universitas dian nuswantoro, saya memiliki cukup pengalaman dalam programming khususnya dibidang backend. selain backend saya juga memiliki pengalaman di bidang frontend.;0
I am Ekki Taufik Maulana, was graduated from Faculty of Computer Science at Dian Nuswantoro University. I have 1 year experience in sales and marketing, besides that I also have experience in web development based on the projects that was completed. Now i'm working at PT.Square Gate One as a PHP Programmer;0
Started from active at Android Modification Community and being a Tech Savvy. Now he writes his own code. Currently majoring Informatics Engineering and focused at Web Development.;0
Saya seorang mobile application developer yang berpengalaman dalam membuat aplikasi mobile menggunakan IDE Android Studio dan Flutter.;1
I'm a highly passionate programming especially about the Dart programming language in android that excels at logic minded. As a next generation, I'm very passionate about technological development, eCommerce and creative development. I am motivated to explore new things, grow professionally where I can utilize my skills and knowledge appropriately.;1
Saya adalah Pengembang Android Rekanan Bersertifikat Google. Seseorang yang tertarik dan fassion untuk mengembangkan aplikasi Android dengan beberapa pengalaman dalam Pengembangan Android menggunakan bahasa pemrograman Kotlin (Android Native). Sebagai lulusan Bangkit Academy 2022, alumni Tokopedia Devcamp 2022 dan mantan Lead di komunitas Google Developer Student Clubs;1
"Hi! I'm Monica, a final-year computer science student currently pursuing a Mobile App Developer career path. I studied at Bangkit Academy - Android learning path for a whole semester and graduated with distinction. Apart from that, I'm also learning UI/UX, Project Management and a bit of flutter framework ;)";1
Experienced Mobile Engineer with a demonstrated history of working in the consumer goods industry. Skilled in Oracle Database, PHP, Delphi, Java, and Android Development. Strong engineering professional with a Bachelor’s Degree focused in Information Technology from Universitas Kristen Krida Wacana. ;1
Programming is always my passion especially in iOS development, ever handle international and national project for mobile apps iOS and Android. make great achievement and good KPI in company that i have work with, please visit my personal website ahmadryuzaki.xyz;1
A highly motivated and experienced technical engineering, specialized in iOS and Website Development. I am currently students of Apple DeveloperAcademy @BINUS and skilled in Swift Programming Language. Additionally, I like to improve myself for the benefit of myself and i am willing to learn anything to help with my skills.;1
I am currently a mobile engineer at Klikdokter.com with 2+ years of background in mobile development. Have developed financial technology and telemedicine applications that have a social impact.;1
Experienced in native mobile apps development base on platform Android and iOS;1
Experienced iOS Developer with a demonstrated history of working in the Technology Information industry. Skilled in Mobile Applications, Project Management, iOS, Cocoa Touch, and Objective-C. Strong engineering professional with a Bachelor's degree focused in Information System from Universitas Gunadarma.;1
Starting from a junior iOS Developer, now working as a Software Tester on IT Service Company. Experienced in developing projects with iOS developers and experienced as graphic design;1
Experienced iOS Developer with a demonstrated history of working in the information technology and services industry. Skilled in iOS, C++, Blackberry, Android. Strong engineering professional with a Bachelor's Degree focused in Computer Science from Universitas Gunadarma.;1
Hello my name is Dito, I am an iOS Mobile Developer (Native) Using Swift and also someone who is studying the back end of using Golang. Currently I'm hoping to get the opportunity for an Internship as a Golang Developer. because I really fell in love with this language. I really hope that I can be given the opportunity to perform in this company;1
As an iOS Developer, I aim to make applications that can help the world. Quick-learner and adapt well in new environments. Able to collaborate in a team, had been working in multiple teams during internship in Apple Developer Academy for 10 months. Interested in learning Swift and other frameworks.;1
I aspire to become an android developer. I have started working on several projects and continuously learning new things to achieve my goal as an android developer. Along the way of my learning journey in the field of android software development, I have gained a lot of valuable experience through various learning opportunities. I also enjoy collaborating with others to create something interesting.;1
I just graduated in informatics. I am a person who likes and is interested in programming, especially in android. I am a hard worker and I am used to working in a team. I like to learn new things to add to my experience.;1
Android developer using kotlin, mvvm design patern, android jetpack. Use git, mercurial, jira for collaboration. ;1
Experienced Full Stack Engineer with a demonstrated history of working in the information technology and services industry. Skilled in Vue.js, DevOps, Full-Stack Development, Continuous Integration, and Web Applications. Strong engineering professional graduated from SMK Negeri 1 Lumajang. ;3
I am Danu Wicaksono, a student currently studying D-IV Engineering Informatics at Jember State Polytechnic. Me have an interest in the mobile field development and interface development mobile.;1
Hi, I'm Ignatio Julian as a Software Engineer, Focused on mobile application development also currently deep dive into iOS App Development I also ever involved and contribute in several project across industry such as ecommerce & banking mobile app;1